Date,Open,High,Low,Close
2022-08-25 14:25:00,17679,17679,17661,17664
2022-08-25 14:30:00,17665,17672,17642,17643
2022-08-25 14:35:00,17644,17656,17630,17633
2022-08-25 14:40:00,17634,17648,17614,17645
2022-08-25 14:45:00,17646,17653,17634,17643
2022-08-25 14:50:00,17645,17646,17595,17599
2022-08-25 14:55:00,17601,17603,17567,17569
2022-08-25 15:00:00,17569,17578,17515,17550
2022-08-25 15:05:00,17550,17566,17531,17565
2022-08-25 15:10:00,17554,17554,17489,17499
2022-08-25 15:15:00,17499,17511,17489,17497
2022-08-25 15:20:00,17498,17519,17496,17516
2022-08-25 15:25:00,17516,17518,17501,17508
2022-08-25 15:30:00,17506,17506,17506,17506
2022-08-26 09:15:00,17622,17666,17617,17652
2022-08-26 09:20:00,17652,17674,17652,17673
2022-08-26 09:25:00,17672,17685,17662,17665
2022-08-26 09:30:00,17665,17678,17658,17662
2022-08-26 09:35:00,17662,17666,17648,17653
